#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
BRADESCO CONS. LTDA.                                        ;52568821;202507;00818;1;110;142132,56;3;17,87604;200;717;18;27;7;1084;158;104
BRADESCO CONS. LTDA.                                        ;52568821;202507;00819;1;109;138472,25;3;16,96904;200;621;16;18;5;1101;107;84
BRADESCO CONS. LTDA.                                        ;52568821;202507;00820;1;109;137779,23;3;17,28328;200;634;17;13;4;1112;122;85
BRADESCO CONS. LTDA.                                        ;52568821;202507;00821;1;109;137158,76;3;17,43837;200;622;18;10;5;1144;121;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00822;1;109;136188,63;3;17,31266;200;620;17;13;7;1239;140;96
BRADESCO CONS. LTDA.                                        ;52568821;202507;00823;1;109;132865,54;3;17,36866;200;572;9;17;4;1171;113;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00824;1;109;132493,09;3;17,30543;200;551;18;9;5;1188;113;74
BRADESCO CONS. LTDA.                                        ;52568821;202507;00825;1;109;133116,17;3;17,53939;200;573;19;10;5;1041;131;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00826;1;108;124864,55;3;17,02106;200;605;11;9;5;803;140;84
BRADESCO CONS. LTDA.                                        ;52568821;202507;00827;1;107;130440,73;3;17,01400;200;573;13;14;5;1042;123;89
BRADESCO CONS. LTDA.                                        ;52568821;202507;00828;1;108;129735,22;3;17,31036;200;551;16;19;3;898;145;77
BRADESCO CONS. LTDA.                                        ;52568821;202507;00829;1;105;128019,79;3;16,65171;200;541;21;17;4;1165;101;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00830;1;105;599267,08;3;16,80307;200;676;18;12;7;778;122;84
BRADESCO CONS. LTDA.                                        ;52568821;202507;00831;1;106;124278,93;3;17,50911;200;541;8;11;3;1059;104;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00832;1;106;129041,81;3;16,55253;200;651;13;11;5;1073;125;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00833;1;106;133989,98;3;17,04757;200;660;5;17;6;1125;109;83
BRADESCO CONS. LTDA.                                        ;52568821;202507;00834;1;106;127613,43;3;17,10478;200;568;15;18;4;1094;97;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;00835;1;106;126806,52;3;17,23139;200;544;16;15;4;1145;95;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;00836;1;106;124680,08;3;17,03601;200;634;17;11;5;1172;106;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00837;1;105;128829,10;3;16,80131;200;575;15;11;4;1159;100;79
BRADESCO CONS. LTDA.                                        ;52568821;202507;00838;1;105;127460,44;3;16,92352;200;547;18;17;5;1121;91;81
BRADESCO CONS. LTDA.                                        ;52568821;202507;00839;1;105;131650,53;3;16,70954;200;595;12;18;5;1159;101;85
BRADESCO CONS. LTDA.                                        ;52568821;202507;00840;1;105;129408,74;3;17,48545;200;571;9;14;5;1060;98;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00841;1;105;129049,43;3;17,05249;200;544;11;15;5;1204;103;89
BRADESCO CONS. LTDA.                                        ;52568821;202507;00842;1;104;130649,47;3;16,66358;200;539;11;15;5;1221;113;60
BRADESCO CONS. LTDA.                                        ;52568821;202507;00843;1;104;133023,75;3;17,27088;200;631;11;17;7;1261;110;76
BRADESCO CONS. LTDA.                                        ;52568821;202507;00844;1;104;627680,08;3;17,38712;200;715;11;23;4;1015;137;90
BRADESCO CONS. LTDA.                                        ;52568821;202507;00845;1;104;127660,39;3;17,05009;200;516;15;6;5;1355;97;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;00846;1;104;130491,66;3;17,04792;200;598;12;14;4;1349;107;72
BRADESCO CONS. LTDA.                                        ;52568821;202507;00847;1;104;129411,80;3;17,33342;200;570;14;15;7;1190;101;90
BRADESCO CONS. LTDA.                                        ;52568821;202507;00848;1;104;133153,78;3;16,92804;200;623;10;19;6;1382;97;96
BRADESCO CONS. LTDA.                                        ;52568821;202507;00849;1;104;131233,89;3;17,30335;200;577;13;19;6;1224;109;88
BRADESCO CONS. LTDA.                                        ;52568821;202507;00850;1;104;129390,29;3;17,10242;200;524;11;10;4;1152;92;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00851;1;104;131201,88;3;17,43452;200;561;9;10;4;1150;122;71
BRADESCO CONS. LTDA.                                        ;52568821;202507;00852;1;103;131850,41;3;17,14527;200;629;10;18;5;1040;128;90
BRADESCO CONS. LTDA.                                        ;52568821;202507;00853;1;102;132193,06;3;17,10863;200;621;12;11;4;1090;96;81
BRADESCO CONS. LTDA.                                        ;52568821;202507;00854;1;102;132551,94;3;16,75220;200;650;11;21;7;1209;111;87
BRADESCO CONS. LTDA.                                        ;52568821;202507;00855;1;101;134956,58;3;16,74523;200;643;20;12;4;1276;104;84
BRADESCO CONS. LTDA.                                        ;52568821;202507;00856;1;101;140564,32;3;16,95008;200;763;15;7;6;1281;85;90
BRADESCO CONS. LTDA.                                        ;52568821;202507;00857;1;100;132196,56;3;16,96533;200;577;12;11;5;1208;103;79
BRADESCO CONS. LTDA.                                        ;52568821;202507;00858;1;100;130466,68;3;17,08784;200;597;17;11;5;1069;93;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;00859;1;100;129627,81;3;16,88658;200;539;12;8;4;1199;90;87
BRADESCO CONS. LTDA.                                        ;52568821;202507;00860;1;99;143929,75;3;17,70028;200;737;12;24;8;1272;103;83
BRADESCO CONS. LTDA.                                        ;52568821;202507;00861;1;99;139999,93;3;16,59162;200;621;20;12;4;1490;87;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00862;1;99;141650,91;3;16,41936;200;665;14;20;5;1311;88;77
BRADESCO CONS. LTDA.                                        ;52568821;202507;00863;1;98;137189,17;3;16,53993;200;579;10;12;5;1370;69;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00864;1;98;136724,65;3;17,13931;200;586;14;12;6;1338;91;93
BRADESCO CONS. LTDA.                                        ;52568821;202507;00865;1;98;132234,24;3;16,64964;200;534;16;10;3;1308;73;81
BRADESCO CONS. LTDA.                                        ;52568821;202507;00866;1;98;140750,91;3;16,66247;200;647;18;14;8;1385;97;81
BRADESCO CONS. LTDA.                                        ;52568821;202507;00867;1;97;133778,68;3;17,28909;200;531;17;11;5;1330;71;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00868;1;97;130495,14;3;17,55589;200;507;15;20;7;1498;81;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;00869;1;97;135779,76;3;17,24056;200;542;21;9;6;1391;84;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00870;1;97;132508,70;3;17,20016;200;526;11;16;5;1343;92;83
BRADESCO CONS. LTDA.                                        ;52568821;202507;00871;1;96;128777,51;3;17,18652;200;542;17;13;7;1369;86;84
BRADESCO CONS. LTDA.                                        ;52568821;202507;00872;1;96;128791,12;3;17,17345;200;574;9;14;6;1388;81;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00873;1;96;125145,33;3;17,27811;200;507;23;21;6;1450;75;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00874;1;96;127085,05;3;17,02890;200;523;14;8;3;1536;72;86
BRADESCO CONS. LTDA.                                        ;52568821;202507;00875;1;95;127585,77;3;17,10623;200;564;12;8;9;1511;90;81
BRADESCO CONS. LTDA.                                        ;52568821;202507;00876;1;95;126279,77;3;17,21387;200;515;15;10;6;1494;65;72
BRADESCO CONS. LTDA.                                        ;52568821;202507;00877;1;95;131139,86;3;16,74671;200;693;12;15;9;1420;74;99
BRADESCO CONS. LTDA.                                        ;52568821;202507;00878;1;94;130354,66;3;17,30735;200;618;9;8;8;1503;69;88
BRADESCO CONS. LTDA.                                        ;52568821;202507;00879;1;92;128661,47;3;17,10082;200;601;10;12;7;1570;75;84
BRADESCO CONS. LTDA.                                        ;52568821;202507;00880;1;92;130390,02;3;17,16326;200;558;12;7;3;1493;86;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00881;1;92;132572,99;3;16,91000;200;645;9;7;7;1666;54;77
BRADESCO CONS. LTDA.                                        ;52568821;202507;00882;1;92;133863,65;3;17,12917;200;708;3;16;7;1554;60;96
BRADESCO CONS. LTDA.                                        ;52568821;202507;00883;1;92;125457,29;3;17,14026;200;542;20;13;7;1696;59;93
BRADESCO CONS. LTDA.                                        ;52568821;202507;00884;1;91;128084,57;3;17,43429;200;536;15;8;6;1544;70;79
BRADESCO CONS. LTDA.                                        ;52568821;202507;00885;1;91;129910,54;3;17,68830;200;554;12;11;7;1501;61;90
BRADESCO CONS. LTDA.                                        ;52568821;202507;00886;1;91;132023,91;3;17,54542;200;650;6;10;6;1341;67;83
BRADESCO CONS. LTDA.                                        ;52568821;202507;00887;1;90;130592,07;3;17,68102;200;584;13;19;3;1360;61;81
BRADESCO CONS. LTDA.                                        ;52568821;202507;00888;1;89;135826,65;3;17,29001;200;647;14;18;7;1221;63;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00889;1;88;129825,41;3;17,70141;200;559;10;11;8;1229;69;68
BRADESCO CONS. LTDA.                                        ;52568821;202507;00890;1;88;130064,62;3;17,05375;200;577;12;9;4;1095;65;94
BRADESCO CONS. LTDA.                                        ;52568821;202507;00891;1;87;133702,85;3;17,03849;200;552;3;20;4;1254;69;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00892;1;85;257141,04;3;15,84655;200;561;6;19;6;585;58;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;00893;1;83;248937,72;3;17,32094;200;548;6;20;5;682;56;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;00894;1;85;126085,25;3;18,26706;200;528;13;14;6;1304;54;87
BRADESCO CONS. LTDA.                                        ;52568821;202507;00895;1;84;124358,90;3;17,72123;200;622;7;22;7;1322;49;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00896;1;84;121978,35;3;17,74199;200;554;13;16;6;1220;52;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00897;1;84;121429,04;3;18,04193;200;546;8;16;5;1349;45;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00898;1;83;125796,26;3;17,26988;200;546;9;12;6;1211;69;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00899;1;82;125760,49;3;17,48052;200;531;8;14;7;1319;58;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00900;1;81;128645,52;3;17,83883;200;693;13;26;9;1534;54;98
BRADESCO CONS. LTDA.                                        ;52568821;202507;00901;1;81;125126,66;3;18,55212;200;584;5;28;7;1534;42;89
BRADESCO CONS. LTDA.                                        ;52568821;202507;00902;1;79;124765,44;3;17,01363;200;652;12;20;7;1651;49;98
BRADESCO CONS. LTDA.                                        ;52568821;202507;00903;1;75;154461,46;3;17,47713;200;605;12;10;7;1202;40;68
BRADESCO CONS. LTDA.                                        ;52568821;202507;00904;1;74;151870,74;3;17,47349;200;569;9;15;7;1223;48;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00905;1;73;271662,32;3;19,57790;200;551;6;33;6;857;26;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00906;1;73;155696,16;3;17,57384;200;649;8;20;9;1103;40;72
BRADESCO CONS. LTDA.                                        ;52568821;202507;00907;1;72;170318,59;3;17,90895;200;571;8;22;6;947;27;68
BRADESCO CONS. LTDA.                                        ;52568821;202507;00908;1;73;183219,80;3;18,14760;200;573;11;15;6;1030;46;72
BRADESCO CONS. LTDA.                                        ;52568821;202507;00909;1;72;169357,72;3;17,70855;200;538;10;24;6;1017;35;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00910;1;71;172824,34;3;18,27014;200;549;8;17;5;1108;29;66
BRADESCO CONS. LTDA.                                        ;52568821;202507;00911;1;70;178818,21;3;17,46679;200;599;9;31;5;1124;34;74
BRADESCO CONS. LTDA.                                        ;52568821;202507;00912;1;68;195186,01;3;19,00823;200;736;12;36;7;989;41;87
BRADESCO CONS. LTDA.                                        ;52568821;202507;00913;1;69;123719,25;3;18,39915;200;754;8;31;8;1329;43;91
BRADESCO CONS. LTDA.                                        ;52568821;202507;00914;1;68;138230,28;3;17,57415;200;583;12;26;6;1213;30;83
BRADESCO CONS. LTDA.                                        ;52568821;202507;00915;1;68;137864,38;3;17,06620;200;545;15;16;5;1080;28;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00916;1;67;138851,93;3;17,59878;200;661;7;26;4;1225;31;82
BRADESCO CONS. LTDA.                                        ;52568821;202507;00917;1;67;134679,83;3;16,94747;200;548;9;20;3;1217;24;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00918;1;66;134973,26;3;16,91707;200;513;8;19;5;993;34;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00919;1;66;144094,22;3;17,29641;200;674;6;31;7;945;50;82
BRADESCO CONS. LTDA.                                        ;52568821;202507;00920;1;65;131217,65;3;16,31192;200;536;12;31;5;1063;35;63
BRADESCO CONS. LTDA.                                        ;52568821;202507;00921;1;65;133084,71;3;16,98704;200;527;10;28;5;1141;38;68
BRADESCO CONS. LTDA.                                        ;52568821;202507;00922;1;65;135005,15;3;17,77401;200;524;11;24;3;1127;46;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;00923;1;63;132525,60;3;18,08397;200;610;8;32;6;1285;46;77
BRADESCO CONS. LTDA.                                        ;52568821;202507;00924;1;59;149129,84;3;19,34196;192;583;6;29;5;1517;25;76
BRADESCO CONS. LTDA.                                        ;52568821;202507;00925;1;59;150353,89;3;19,42013;192;578;8;29;5;1625;17;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;00926;1;59;148838,41;3;18,53355;192;568;12;32;3;1500;22;74
BRADESCO CONS. LTDA.                                        ;52568821;202507;00927;1;59;145615,20;3;19,02283;192;613;8;30;4;1428;22;78
BRADESCO CONS. LTDA.                                        ;52568821;202507;00928;1;59;149612,24;3;19,69822;192;577;6;25;5;1632;22;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00929;1;58;146363,45;3;19,51870;192;558;7;34;6;1582;30;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00930;1;58;152077,01;3;20,56754;192;594;8;28;7;1509;13;76
BRADESCO CONS. LTDA.                                        ;52568821;202507;00931;1;57;143159,20;3;20,48645;192;544;10;29;5;1745;13;68
BRADESCO CONS. LTDA.                                        ;52568821;202507;00932;1;57;149632,35;3;19,97754;192;551;3;32;7;1866;23;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00933;1;56;151399,55;3;19,34555;192;580;10;28;8;1945;28;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00934;1;56;146319,74;3;20,75035;192;558;7;32;5;1681;20;71
BRADESCO CONS. LTDA.                                        ;52568821;202507;00935;1;56;156430,48;3;20,06604;192;600;10;32;6;1763;19;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00936;1;55;148619,47;3;19,43459;192;773;6;33;7;1614;22;80
BRADESCO CONS. LTDA.                                        ;52568821;202507;00937;1;54;154717,60;3;20,77343;192;662;3;34;5;1711;13;86
BRADESCO CONS. LTDA.                                        ;52568821;202507;00938;1;50;141882,56;3;19,72810;192;624;8;30;2;1740;18;60
BRADESCO CONS. LTDA.                                        ;52568821;202507;00939;1;50;140921,31;3;20,04678;192;625;8;28;8;1774;15;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;00940;1;50;142068,99;3;19,66547;192;620;8;25;4;1878;8;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;00941;1;50;144555,78;3;20,01074;192;657;8;39;6;1763;13;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;00942;1;49;141425,38;3;20,44842;192;524;5;29;4;1812;10;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;00943;1;49;140535,48;3;20,77911;192;537;8;29;3;1785;14;58
BRADESCO CONS. LTDA.                                        ;52568821;202507;00944;1;49;138600,04;3;20,94640;192;517;5;28;3;1776;15;60
BRADESCO CONS. LTDA.                                        ;52568821;202507;00945;1;48;131738,67;3;20,66829;192;523;8;36;7;1859;10;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00946;1;48;133272,93;3;20,66072;192;513;8;33;5;2028;4;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00947;1;48;129249,31;3;21,12224;192;535;9;42;4;1814;10;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00948;1;47;131855,18;3;21,22789;192;520;3;27;7;1767;13;60
BRADESCO CONS. LTDA.                                        ;52568821;202507;00949;1;47;141875,16;3;20,53464;192;595;5;51;6;1799;6;66
BRADESCO CONS. LTDA.                                        ;52568821;202507;00950;1;46;134806,62;3;21,01196;192;542;9;32;5;1593;12;57
BRADESCO CONS. LTDA.                                        ;52568821;202507;00951;1;46;135208,37;3;20,99673;192;527;8;22;3;1690;6;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00952;1;46;144523,79;3;20,17318;192;590;5;33;6;1603;14;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;00953;1;45;136442,03;3;20,72634;192;512;7;47;1;1811;9;56
BRADESCO CONS. LTDA.                                        ;52568821;202507;00954;1;44;142843,15;3;20,01658;192;504;1;44;5;1563;7;56
BRADESCO CONS. LTDA.                                        ;52568821;202507;00955;1;44;148788,90;3;19,32417;192;538;6;34;5;1523;6;51
BRADESCO CONS. LTDA.                                        ;52568821;202507;00956;1;44;153171,33;3;19,28897;192;518;1;35;5;1591;14;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;00957;1;43;139738,43;3;21,85626;192;496;4;53;3;1767;8;46
BRADESCO CONS. LTDA.                                        ;52568821;202507;00958;1;43;135881,78;3;20,76750;192;505;5;42;6;1823;4;53
BRADESCO CONS. LTDA.                                        ;52568821;202507;00959;1;42;140955,43;3;21,86113;192;520;6;42;3;1869;8;58
BRADESCO CONS. LTDA.                                        ;52568821;202507;00960;1;42;138431,73;3;21,17247;192;506;7;45;5;1894;11;58
BRADESCO CONS. LTDA.                                        ;52568821;202507;00961;1;42;136010,53;3;20,96266;192;507;5;49;4;1898;9;59
BRADESCO CONS. LTDA.                                        ;52568821;202507;00962;1;40;136177,42;3;22,27725;192;515;5;47;5;1727;5;48
BRADESCO CONS. LTDA.                                        ;52568821;202507;00963;1;40;140431,98;3;21,33143;192;630;3;60;8;1907;3;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;00964;1;39;133626,77;3;21,60424;192;531;1;29;5;1787;4;55
BRADESCO CONS. LTDA.                                        ;52568821;202507;00965;1;39;132967,05;3;21,75490;192;517;4;44;6;1745;7;60
BRADESCO CONS. LTDA.                                        ;52568821;202507;00966;1;38;133746,42;3;21,66326;192;511;3;51;2;1776;5;52
BRADESCO CONS. LTDA.                                        ;52568821;202507;00967;1;38;137807,81;3;21,16138;192;515;6;38;7;1821;5;55
BRADESCO CONS. LTDA.                                        ;52568821;202507;00968;1;37;130485,22;3;21,10952;192;523;4;38;3;1772;4;58
BRADESCO CONS. LTDA.                                        ;52568821;202507;00969;1;37;129378,37;3;20,36777;192;539;6;38;4;1773;3;56
BRADESCO CONS. LTDA.                                        ;52568821;202507;00970;1;37;130987,24;3;21,37240;192;523;6;38;5;1786;4;66
BRADESCO CONS. LTDA.                                        ;52568821;202507;00971;1;36;125176,92;3;20,93948;192;651;7;57;7;1834;3;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;00972;1;36;122172,54;3;21,37874;192;543;1;43;4;1917;5;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00973;1;36;128870,19;3;20,57704;192;604;6;65;7;2035;10;63
BRADESCO CONS. LTDA.                                        ;52568821;202507;00974;1;36;126495,64;3;20,81553;192;548;8;30;6;1820;9;59
BRADESCO CONS. LTDA.                                        ;52568821;202507;00975;1;36;121985,25;3;20,93546;192;523;4;46;6;1678;7;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;00976;1;36;123694,43;3;19,97792;192;598;5;40;7;1570;3;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00977;1;36;127043,13;3;19,98693;192;538;3;48;5;1635;4;69
BRADESCO CONS. LTDA.                                        ;52568821;202507;00978;1;35;123427,31;3;20,55688;192;529;5;37;5;1753;13;51
BRADESCO CONS. LTDA.                                        ;52568821;202507;00979;1;35;125382,27;3;21,50511;192;512;9;47;3;1842;4;55
BRADESCO CONS. LTDA.                                        ;52568821;202507;00980;1;35;124413,63;3;21,53676;192;527;7;34;6;1740;3;57
BRADESCO CONS. LTDA.                                        ;52568821;202507;00981;1;35;131135,81;3;21,12898;192;658;5;52;7;1817;4;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;00982;1;34;127113,68;3;21,65507;192;530;2;44;6;1959;1;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00983;1;34;130642,47;3;21,44547;192;534;1;39;7;1892;1;50
BRADESCO CONS. LTDA.                                        ;52568821;202507;00984;1;34;132104,57;3;21,19082;192;700;1;43;6;1786;2;52
BRADESCO CONS. LTDA.                                        ;52568821;202507;00985;1;34;127395,94;3;20,77891;192;553;5;47;5;1871;2;53
BRADESCO CONS. LTDA.                                        ;52568821;202507;00986;1;33;129336,62;3;22,35297;192;603;1;53;4;1877;5;52
BRADESCO CONS. LTDA.                                        ;52568821;202507;00987;1;33;126743,27;3;21,87240;192;567;3;47;4;1808;4;52
BRADESCO CONS. LTDA.                                        ;52568821;202507;00988;1;33;125558,19;3;21,24916;192;544;2;52;3;1775;3;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;00989;1;32;125757,97;3;21,70277;192;661;2;45;7;1985;3;61
BRADESCO CONS. LTDA.                                        ;52568821;202507;00990;1;32;129280,71;3;21,73078;192;641;2;58;4;1745;1;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;00991;1;32;127790,13;3;22,61144;192;653;5;55;6;1844;5;63
BRADESCO CONS. LTDA.                                        ;52568821;202507;00992;1;31;128774,05;3;22,00482;192;725;3;68;5;1942;3;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;00993;1;31;129553,37;3;22,08090;192;711;3;73;10;2059;5;63
BRADESCO CONS. LTDA.                                        ;52568821;202507;00994;1;29;134360,30;3;22,63989;192;795;3;100;8;1894;1;59
BRADESCO CONS. LTDA.                                        ;52568821;202507;00995;1;28;147963,90;3;21,57648;192;835;2;77;3;1586;0;57
BRADESCO CONS. LTDA.                                        ;52568821;202507;00996;1;27;149440,06;3;21,64258;192;854;2;88;7;1474;3;70
BRADESCO CONS. LTDA.                                        ;52568821;202507;00997;1;27;148366,83;3;21,94534;192;801;7;102;9;1502;1;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;00998;1;26;147441,60;3;22,33668;192;849;5;79;8;1627;0;57
BRADESCO CONS. LTDA.                                        ;52568821;202507;00999;1;26;150316,16;3;22,05376;192;860;4;82;7;1450;1;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;01000;1;26;152962,87;3;21,49814;192;839;4;91;6;1389;0;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;01001;1;25;150107,33;3;22,15158;192;867;1;81;6;1373;2;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;01002;1;25;152705,06;3;22,01359;192;854;0;90;6;1418;2;67
BRADESCO CONS. LTDA.                                        ;52568821;202507;01003;1;24;151368,22;3;22,14944;192;851;2;92;6;1322;1;75
BRADESCO CONS. LTDA.                                        ;52568821;202507;01004;1;23;131536,32;3;20,99168;192;836;2;101;5;1371;1;73
BRADESCO CONS. LTDA.                                        ;52568821;202507;01005;1;23;205982,90;3;17,16308;192;643;0;28;5;859;2;68
BRADESCO CONS. LTDA.                                        ;52568821;202507;01006;1;22;190058,42;3;20,26067;192;530;3;38;6;1050;2;43
BRADESCO CONS. LTDA.                                        ;52568821;202507;01007;1;22;121078,26;3;20,81269;192;869;3;73;6;1272;3;66
BRADESCO CONS. LTDA.                                        ;52568821;202507;01008;1;20;203634,30;3;18,99443;192;543;0;37;5;961;2;51
BRADESCO CONS. LTDA.                                        ;52568821;202507;01009;1;21;402691,99;3;13,44629;192;726;0;26;5;497;2;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;01010;1;22;120835,49;3;20,90277;192;843;2;102;9;1397;0;62
BRADESCO CONS. LTDA.                                        ;52568821;202507;01011;1;21;122380,37;3;22,26060;192;855;2;84;6;1425;0;56
BRADESCO CONS. LTDA.                                        ;52568821;202507;01012;1;20;121326,14;3;23,05294;192;674;2;68;4;1431;1;58
BRADESCO CONS. LTDA.                                        ;52568821;202507;01013;1;20;203337,48;3;15,70929;192;594;0;41;5;745;2;64
BRADESCO CONS. LTDA.                                        ;52568821;202507;01014;1;20;121172,74;3;21,39491;192;828;2;113;7;1463;0;62
BRADESCO CONS. LTDA.                                        ;52568821;202507;01015;1;19;120604,00;3;25,63396;210;703;5;90;7;2472;0;65
BRADESCO CONS. LTDA.                                        ;52568821;202507;01016;1;18;128959,68;3;23,71143;192;655;3;96;6;1435;2;48
BRADESCO CONS. LTDA.                                        ;52568821;202507;01017;1;19;219060,84;3;17,41520;192;500;1;32;2;831;1;43
BRADESCO CONS. LTDA.                                        ;52568821;202507;01018;1;18;447568,03;3;15,95331;192;697;1;58;6;557;1;59
BRADESCO CONS. LTDA.                                        ;52568821;202507;01019;1;16;154445,51;3;26,12015;210;552;4;104;9;2033;1;49
BRADESCO CONS. LTDA.                                        ;52568821;202507;01020;1;18;233016,52;3;18,86053;192;800;2;34;7;774;3;37
BRADESCO CONS. LTDA.                                        ;52568821;202507;01021;1;15;219284,33;3;24,62234;192;537;3;100;3;984;0;32
BRADESCO CONS. LTDA.                                        ;52568821;202507;01022;1;16;380023,74;3;20,76205;192;720;2;88;5;715;2;45
BRADESCO CONS. LTDA.                                        ;52568821;202507;01023;1;10;110049,94;3;24,54452;192;663;1;111;5;803;0;31
BRADESCO CONS. LTDA.                                        ;52568821;202507;01024;1;10;110485,56;3;24,45034;192;644;0;83;5;861;0;30
BRADESCO CONS. LTDA.                                        ;52568821;202507;01025;1;10;110702,92;3;24,42616;192;638;0;96;1;885;0;25
BRADESCO CONS. LTDA.                                        ;52568821;202507;01026;1;10;110280,25;3;24,94379;192;665;0;84;6;881;0;34
BRADESCO CONS. LTDA.                                        ;52568821;202507;01027;1;11;104209,56;3;22,98564;180;757;0;48;7;1001;0;49
BRADESCO CONS. LTDA.                                        ;52568821;202507;01028;1;10;102583,67;3;21,64379;180;675;2;64;6;941;0;37
BRADESCO CONS. LTDA.                                        ;52568821;202507;01029;1;10;102144,75;3;20,77762;180;668;0;72;6;882;1;48
BRADESCO CONS. LTDA.                                        ;52568821;202507;01030;1;8;70474,66;3;21,83019;160;1242;2;114;10;956;0;46
BRADESCO CONS. LTDA.                                        ;52568821;202507;01031;1;10;102526,74;3;21,90539;180;665;3;65;8;927;0;43
BRADESCO CONS. LTDA.                                        ;52568821;202507;01032;1;9;102918,89;3;23,04014;180;993;0;93;9;1311;1;42
BRADESCO CONS. LTDA.                                        ;52568821;202507;01033;1;10;102692,82;3;22,25655;180;672;1;68;6;968;0;35
BRADESCO CONS. LTDA.                                        ;52568821;202507;01034;1;9;102553,05;3;22,52834;180;684;1;54;7;956;0;36
BRADESCO CONS. LTDA.                                        ;52568821;202507;01035;1;9;102639,64;3;23,48692;180;979;2;95;7;1311;0;41
