#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
CONSCLIC ADM CONS LTDA.;56103171;202507;1;16,67940;1;0;0;29;4;4;205;2;198;0;11;4;0;4
CONSCLIC ADM CONS LTDA.;56103171;202507;2;14,00000;1;0;0;55;0;7;613;3;578;0;42;0;0;4
CONSCLIC ADM CONS LTDA.;56103171;202507;3;16,22980;1;0;0;9;34;30;279;5;288;1;20;42;0;20
CONSCLIC ADM CONS LTDA.;56103171;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSCLIC ADM CONS LTDA.;56103171;202507;5;17,88360;1;0;0;2;15;57;89;4;132;8;6;15;0;23
CONSCLIC ADM CONS LTDA.;56103171;202507;6;17,56520;1;0;0;2;7;20;49;3;65;1;3;7;0;5
CONSHOP ADM. CONS. LTDA;44196293;202507;1;14,27171;7;0;0;9;261;1251;438;1;1542;50;95;819;1082;107
CONSHOP ADM. CONS. LTDA;44196293;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSHOP ADM. CONS. LTDA;44196293;202507;3;12,11095;36;0;0;44;1198;1344;851;13;1675;164;351;1447;719;282
CONSHOP ADM. CONS. LTDA;44196293;202507;4;10,54851;3;0;0;0;173;192;36;0;196;15;17;306;142;43
CONSHOP ADM. CONS. LTDA;44196293;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSHOP ADM. CONS. LTDA;44196293;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO GAZIN;06044551;202507;1;21,46332;7;0;0;415;2301;955;5654;29;5234;89;1286;10514;107;418
CONSORCIO GAZIN;06044551;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO GAZIN;06044551;202507;3;14,81070;27;0;0;1176;709;16792;15292;427;27979;1584;2521;20989;5202;1712
CONSORCIO GAZIN;06044551;202507;4;20,22614;20;0;0;693;500;11986;10697;339;19161;1292;2230;22447;3544;1311
CONSORCIO GAZIN;06044551;202507;5;14,16401;7;0;0;289;1641;3338;3544;196;5514;539;829;5209;866;713
CONSORCIO GAZIN;06044551;202507;6;21,46631;4;0;0;42;423;1190;524;24;1368;216;130;1283;548;129
CONSORCIO NACIONAL NANUQUE;05652765;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202507;3;15,49615;6;0;0;95;125;1366;1478;27;2436;195;213;3282;468;120
CONSORCIO NACIONAL NANUQUE;05652765;202507;4;21,93689;9;0;0;57;66;3396;995;36;3685;527;179;6016;1776;220
CONSORCIO NACIONAL NANUQUE;05652765;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202507;2;12,81271;31;1;0;221;47;6971;7436;124;13368;410;629;3338;2449;1215
CONSORCIO VOLVO;74118381;202507;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO RESERVA;28904092;202507;1;23,99743;3;0;0;309;2129;133;1426;2;1148;46;365;11470;2;50
CONSÓRCIO RESERVA;28904092;202507;2;21,47997;4;0;0;279;4117;343;1379;11;1317;100;305;16378;14;51
CONSÓRCIO RESERVA;28904092;202507;3;18,64585;8;0;0;209;8090;844;757;28;1143;236;222;32052;140;180
CONSÓRCIO RESERVA;28904092;202507;4;22,42981;1;0;0;156;2109;125;452;13;423;28;126;5460;6;81
CONSÓRCIO RESERVA;28904092;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO RESERVA;28904092;202507;6;19,33333;1;0;0;0;730;29;1;1;24;6;0;1384;9;11
CONVEF ADM CONS LTDA.;58919903;202507;1;19,87852;5;0;0;34;500;1900;900;13;2575;139;86;11003;788;277
CONVEF ADM CONS LTDA.;58919903;202507;2;16,44444;0;0;0;0;99;126;45;2;147;20;4;255;58;4
CONVEF ADM CONS LTDA.;58919903;202507;3;15,68426;11;0;0;127;1847;5197;3292;66;7666;451;372;7810;3143;353
CONVEF ADM CONS LTDA.;58919903;202507;4;20,56041;1;0;0;0;123;389;0;0;370;19;0;522;368;1
CONVEF ADM CONS LTDA.;58919903;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONVEF ADM CONS LTDA.;58919903;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202507;1;23,13160;8;0;0;185;2670;454;3245;9;2722;62;915;17693;20;140
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202507;2;22,38000;5;0;0;74;3154;469;1159;8;1215;122;291;12641;31;51
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202507;3;17,14000;11;0;0;330;8425;3282;4617;69;5918;756;1225;47183;863;295
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202507;5;18,84000;1;0;0;4;291;33;54;1;63;10;14;337;0;6
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202507;6;20,81000;1;0;0;19;235;16;176;2;131;2;59;282;0;4
DESTAQUE ADM. CONS. LTDA;05794450;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202507;3;14,96620;5;0;0;54;164;323;653;10;810;43;123;820;89;59
DESTAQUE ADM. CONS. LTDA;05794450;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202507;1;18,29800;2;0;0;0;676;321;3;0;290;34;0;1659;227;16
DISAL  ADM CONS LTDA;59395061;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202507;3;19,09501;266;0;7;6794;120575;64339;75051;1365;118153;8371;12866;279638;19616;8360
DISAL  ADM CONS LTDA;59395061;202507;4;18,79039;0;0;0;0;0;1854;437;26;1942;255;94;6921;748;225
DISAL  ADM CONS LTDA;59395061;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELDORADO ADM CONSORCIO;08570707;202507;1;19,08516;2;0;0;42;79;244;430;3;597;48;29;1140;55;33
ELDORADO ADM CONSORCIO;08570707;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELDORADO ADM CONSORCIO;08570707;202507;3;17,10500;13;0;1;139;958;1535;1497;36;2714;199;119;2950;560;126
ELDORADO ADM CONSORCIO;08570707;202507;4;18,70024;10;0;0;41;1124;1686;786;28;2166;212;94;3138;776;151
ELDORADO ADM CONSORCIO;08570707;202507;5;16,87500;0;0;0;0;0;8;0;0;8;0;0;15;6;0
ELDORADO ADM CONSORCIO;08570707;202507;6;24,62500;3;0;0;31;98;170;214;7;326;35;23;297;27;31
EMBRACON ADM CONS S.A.;58113812;202507;1;20,98225;103;0;0;7745;3362;36250;97969;626;121353;2378;10488;238914;12340;9852
EMBRACON ADM CONS S.A.;58113812;202507;2;12,63787;29;1;0;603;1595;4678;7567;124;10799;454;992;6060;1172;863
EMBRACON ADM CONS S.A.;58113812;202507;3;14,82398;111;1;1;7138;2173;51377;79395;1348;117132;4431;9209;121386;21397;7617
EMBRACON ADM CONS S.A.;58113812;202507;4;16,64538;22;1;0;587;669;8236;9453;307;15918;721;1050;18031;2897;1568
EMBRACON ADM CONS S.A.;58113812;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EMBRACON ADM CONS S.A.;58113812;202507;6;14,80204;10;0;0;163;312;2334;2177;107;3928;318;265;2381;810;464
EUTBEM ADM CONS S.A.;40513064;202507;1;0,00000;1;0;0;70;41;3;296;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202507;3;23,21900;3;0;0;321;190;61;1289;9;1010;8;332;962;1;35
EUTBEM ADM CONS S.A.;40513064;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202507;6;17,66000;1;0;0;0;72;47;0;0;31;16;0;80;27;2
EVOY ADM CONS LTDA.;42735881;202507;1;24,04998;1;0;0;603;2149;59;2904;10;1810;2;1151;2819;0;40
EVOY ADM CONS LTDA.;42735881;202507;2;26,31330;1;0;0;197;1193;23;773;1;486;4;306;1304;0;17
EVOY ADM CONS LTDA.;42735881;202507;3;24,75212;3;0;0;976;11283;390;4866;42;3264;31;1961;16084;18;192
EVOY ADM CONS LTDA.;42735881;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EVOY ADM CONS LTDA.;42735881;202507;5;19,58955;1;0;0;8;136;9;35;1;29;1;14;136;0;8
EVOY ADM CONS LTDA.;42735881;202507;6;21,57955;3;0;0;114;736;15;396;1;216;3;192;751;0;7
FANCAR ADM CONS LTDA.;11747606;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202507;3;13,16410;20;1;1;85;373;1450;1191;40;2376;135;130;1267;672;169
FANCAR ADM CONS LTDA.;11747606;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA ADM CONS LTDA;91107581;202507;1;23,73338;4;0;0;83;8481;1195;1901;8;2579;186;331;20316;411;309
FARROUPILHA ADM CONS LTDA;91107581;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA ADM CONS LTDA;91107581;202507;3;19,36625;9;0;0;47;2243;1015;867;11;1443;217;222;4211;334;166
FARROUPILHA ADM CONS LTDA;91107581;202507;4;13,50776;287;0;0;0;2132;40571;2220;27;39448;3340;3;3776;38799;68
FARROUPILHA ADM CONS LTDA;91107581;202507;5;20,77441;4;0;0;0;3962;2209;449;36;2127;458;73;6406;1296;299
FARROUPILHA ADM CONS LTDA;91107581;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202507;3;7,00000;1;0;0;0;4;56;13;2;68;1;0;6;16;14
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202507;5;7,00000;1;0;0;0;0;8;19;1;26;0;1;0;0;2
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202507;3;14,09560;6;2;0;367;7;465;539;13;918;54;32;126;260;53
FERRAZ CONSORCIOS;00600262;202507;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202507;3;18,55282;6;0;0;30;284;386;589;11;845;46;84;756;96;57
FINAMA ADM CONS LTDA;45725975;202507;4;17,65540;22;0;0;97;1275;2288;1409;55;3280;185;232;3573;1132;243
FINAMA ADM CONS LTDA;45725975;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202507;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202507;1;18,53128;3;0;0;38;167;502;1286;8;1619;71;98;862;124;117
FIPAL;78688462;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202507;3;13,25190;19;0;0;44;318;1625;1869;54;3110;213;171;1118;417;240
FIPAL;78688462;202507;4;14,91520;0;0;1;0;0;150;15;1;151;9;5;40;81;8
FIPAL;78688462;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202507;6;17,79030;1;0;0;0;32;47;15;1;51;8;3;43;14;10
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202507;1;9,56954;26;0;0;71;86;10012;5601;73;15613;0;0;4724;0;2391
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202507;3;8,10374;15;0;0;119;43;4003;1765;40;5768;0;0;877;0;684
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202507;4;7,94050;16;0;0;128;66;4475;1918;44;6393;0;0;986;0;855
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202507;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202507;6;9,50000;4;0;0;0;6;373;53;4;426;0;0;104;0;105
GAMBATTO ADM CONS LTDA;82942400;202507;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202507;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202507;3;2,09949;22;0;1;35;150;1707;1057;39;2471;125;168;183;841;90
GAMBATTO ADM CONS LTDA;82942400;202507;4;7,01195;15;0;0;7;486;804;451;18;1088;80;87;505;263;64
