#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03155;1;9;69789,92;6;23,93711;240;1438;0;222;12;1114;0;63
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03156;1;9;107568,72;6;24,51809;240;1455;8;157;16;1267;0;78
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03157;1;9;171626,94;6;22,21880;200;730;2;98;9;688;0;44
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03158;1;8;267883,44;6;22,46072;200;416;8;61;3;438;0;26
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03159;1;8;420296,26;6;15,73241;200;903;1;51;7;479;0;40
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03160;1;8;105998,88;6;24,34757;240;1538;3;211;29;1289;0;63
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03161;1;8;70180,98;6;24,08709;240;1493;1;109;16;764;0;48
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03162;1;6;105373,70;6;24,59158;240;1610;1;194;9;969;0;49
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03163;1;8;175142,86;6;22,18891;200;665;2;91;9;560;0;38
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03164;1;7;107036,54;6;24,16519;240;1652;3;178;17;1076;1;58
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03167;1;1;175600,74;6;22,91251;200;1607;0;0;7;66;0;7
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03168;1;1;271089,47;6;22,85352;200;682;0;0;2;29;0;2
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03169;1;6;444656,41;6;15,73938;200;908;2;56;11;360;0;43
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03171;1;6;69303,19;6;24,27341;240;1719;0;135;14;751;0;46
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03172;1;5;175155,04;6;22,62729;200;682;0;82;13;465;3;27
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03173;1;5;270547,45;6;22,25827;200;709;0;101;6;384;0;24
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03174;1;5;104058,92;6;24,64194;240;1671;1;226;8;664;0;33
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03175;1;4;178904,76;6;22,30947;200;817;1;115;4;262;0;20
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03176;1;4;68263,44;6;23,89945;240;1676;1;137;11;386;0;38
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03177;1;3;404918,53;6;14,77344;200;848;1;120;10;108;0;22
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03178;1;4;103397,47;6;24,67525;240;1491;1;225;10;516;0;33
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03179;1;2;106382,37;6;24,25991;240;1731;0;0;6;100;0;13
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03180;1;2;66993,79;6;24,40227;240;2072;0;0;9;119;0;18
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03181;1;2;103703,41;6;24,82305;240;4899;0;0;26;263;0;47
SANTANDER BRASIL ADM CONS LTDA                              ;55942312;202506;03182;1;1;410089,39;6;15,69264;200;881;0;0;5;27;0;5
CONSCLIC ADM CONS LTDA.                                     ;56103171;202506;06103;1;1;205307,26;4;16,54750;180;178;0;1;2;0;0;2
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00727;1;126;124531,78;3;18,97583;186;823;58;19;8;4284;239;191
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00742;1;123;404075,67;3;18,50430;186;862;28;9;7;2610;296;125
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00743;1;124;230489,55;3;19,29871;186;822;56;22;7;3294;206;130
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00744;1;121;125189,65;3;19,01409;186;843;38;17;6;3653;198;174
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00746;1;121;223253,41;3;18,64177;186;844;33;22;8;2889;171;145
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00749;1;119;477252,47;3;17,45342;186;819;56;23;7;2131;234;160
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00751;1;119;226269,38;3;18,73991;186;812;57;23;9;2789;153;172
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00775;1;165;511204,62;3;18,19922;186;849;50;1;0;2112;686;18
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00778;1;158;274436,14;3;20,06318;186;825;74;1;0;3281;575;62
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00779;1;157;129624,30;3;18,90163;186;820;71;5;1;4505;534;88
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00780;1;157;475008,23;3;19,29244;186;826;69;4;0;2521;594;54
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00781;1;155;126482,22;3;18,09866;186;836;56;8;6;4414;439;141
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00782;1;154;130670,19;3;17,71449;186;815;77;5;4;3389;528;106
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00783;1;153;270037,55;3;20,11612;186;802;94;4;5;3501;467;119
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00784;1;153;125542,03;3;16,87516;186;827;60;11;8;3150;387;141
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00785;1;151;123964,90;3;16,83362;186;839;50;11;9;3004;353;158
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00786;1;150;263110,72;3;20,15943;186;831;65;4;3;3342;504;98
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00787;1;149;461951,24;3;18,74667;186;847;51;2;4;2750;516;97
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00788;1;149;122460,68;3;18,20235;186;841;52;5;7;4179;355;124
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00789;1;146;129158,10;3;17,66515;186;843;44;11;8;3910;368;132
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00790;1;146;246226,47;3;19,95468;186;825;71;4;8;3723;403;140
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00791;1;143;241005,50;3;19,78051;186;833;56;9;9;3631;365;127
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00792;1;140;124652,68;3;17,83002;186;823;68;9;11;4161;253;174
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00793;1;143;428693,37;3;18,60174;186;837;57;6;8;3322;405;124
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00794;1;138;242217,40;3;19,89070;186;841;51;7;7;3619;316;152
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00795;1;131;234868,30;3;19,61139;186;811;69;20;8;3403;274;156
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00796;1;131;411011,39;3;18,60177;186;807;76;17;7;2934;337;125
EMBRACON ADM CONS S.A.                                      ;58113812;202506;00797;1;127;229604,82;3;19,18997;186;842;41;13;6;3438;259;147
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07017;1;118;116918,03;3;18,01257;186;827;41;31;10;3688;105;170
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07018;1;118;212732,61;3;17,59429;186;783;61;53;10;2446;95;158
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07020;1;93;356476,82;3;17,80235;186;534;39;24;5;1463;60;101
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07021;1;87;351767,17;3;17,90117;186;543;22;32;4;1596;46;87
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07022;1;86;113933,06;3;18,23193;186;546;21;28;6;2236;22;98
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07023;1;86;205084,51;3;18,81792;186;550;19;28;5;1689;31;90
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07024;1;82;111630,98;3;17,46505;186;825;27;47;9;3291;25;141
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07025;1;82;268048,66;3;18,08686;186;545;25;29;6;1714;37;85
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07026;1;78;417079,63;3;17,60932;186;532;26;40;5;1686;29;70
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07027;1;73;197806,11;3;17,14446;186;854;14;27;10;2216;45;152
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07028;1;73;111363,36;3;17,86459;186;827;24;41;8;2875;48;130
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07030;1;71;271179,36;3;17,05385;186;562;15;17;5;1529;28;73
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07031;1;69;417014,06;3;16,81484;186;536;20;37;6;1712;25;71
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07032;1;69;198982,05;3;17,09613;186;843;11;32;8;2390;27;119
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07033;1;67;106809,22;3;16,72559;186;811;15;67;7;2984;24;120
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07034;1;67;257422,63;3;17,17126;186;540;16;38;3;1720;21;72
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07035;1;65;261614,88;3;18,28652;186;564;8;25;5;1653;10;72
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07036;1;65;402842,16;3;17,85336;186;574;10;12;4;1919;27;67
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07037;1;67;109837,15;3;17,05424;186;841;13;41;9;2898;18;119
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07038;1;66;190855,13;3;17,20122;186;819;22;55;9;2514;33;116
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07040;1;64;129820,40;3;17,90656;186;836;10;46;7;2708;19;107
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07041;1;56;251610,56;3;18,66920;186;538;14;39;3;1674;8;50
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07042;1;47;187388,19;3;24,82305;240;523;12;55;3;1243;2;45
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07043;1;56;386531,07;3;17,73871;186;566;11;15;5;1519;9;55
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07048;1;56;127685,59;3;17,93730;186;740;9;76;8;2550;13;112
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07049;1;53;382526,45;3;17,43633;186;514;11;64;6;1633;5;55
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07060;1;53;127422,47;3;18,38167;186;763;20;107;4;2481;10;96
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07061;1;52;245842,20;3;18,16540;186;520;13;44;5;1438;8;63
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07062;1;44;390956,63;3;16,56441;186;542;8;40;2;1299;5;47
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07063;1;45;130517,81;3;17,47335;186;810;3;38;7;1655;11;95
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07064;1;47;120272,26;3;22,67526;240;510;7;65;1;1266;1;36
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07065;1;38;360552,94;3;17,54802;186;479;9;43;2;1034;3;44
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07067;1;45;196145,32;3;19,15086;186;827;8;40;6;1723;6;74
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07068;1;45;192782,47;3;22,66497;240;553;4;31;3;1281;2;46
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07069;1;44;126323,49;3;23,06275;240;544;3;47;1;1127;2;23
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07070;1;43;194027,58;3;25,60206;240;491;7;85;2;1251;1;34
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07071;1;34;113674,46;3;19,19059;240;499;5;86;1;977;0;41
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07072;1;36;115307,82;3;15,63443;186;790;11;86;8;1486;7;86
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07073;1;35;184909,88;3;14,08792;186;777;6;78;5;1171;9;91
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07074;1;38;189048,19;3;23,92096;240;524;4;54;5;1119;0;41
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07075;1;36;387109,31;3;14,57827;186;486;10;47;3;924;4;51
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07076;1;31;183680,09;3;23,40847;240;566;1;23;2;748;1;32
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07077;1;30;186731,73;3;15,42022;186;761;4;125;2;957;1;64
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07078;1;32;106094,03;3;14,39634;186;731;2;67;4;1012;8;68
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07079;1;34;367271,91;3;17,02945;186;832;4;43;5;1428;4;67
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07080;1;31;381043,26;3;15,70501;186;827;11;40;5;1019;0;68
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07081;1;27;107867,23;3;16,89009;186;435;3;26;7;829;4;49
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07083;1;26;178728,19;3;23,43537;246;553;2;33;1;735;0;25
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07084;1;33;179467,91;3;15,22807;130;530;7;33;6;698;2;76
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07085;1;24;182159,48;3;18,40124;186;603;5;35;1;749;1;37
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07086;1;27;380992,61;3;15,11111;186;772;1;46;6;869;2;41
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07089;1;24;145172,66;3;22,32995;246;540;5;46;1;713;0;24
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07098;1;25;383316,78;3;13,80729;186;694;3;71;5;823;2;42
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07243;1;23;373941,63;3;15,40337;186;808;2;80;6;920;1;52
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07244;1;23;127360,19;3;15,12458;186;811;4;68;6;916;1;68
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07248;1;21;142170,16;3;17,82654;200;3724;8;338;20;1960;0;133
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07249;1;21;366770,29;3;17,72553;200;4460;9;395;26;4091;3;203
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07252;1;20;180860,07;3;26,73566;260;4250;19;698;16;4930;3;208
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07253;1;19;182212,16;3;26,52708;260;4538;6;404;16;5272;3;180
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07255;1;18;184245,04;3;26,25734;260;4403;4;497;12;4818;1;175
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07256;1;17;181010,11;3;26,25717;260;4498;8;413;15;5108;0;172
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07257;1;15;184076,30;3;26,22512;260;4473;6;434;16;4619;1;156
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07258;1;13;180265,12;3;25,48791;260;4205;10;581;13;3366;0;123
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07259;1;9;181180,51;3;25,49340;260;4007;9;909;11;2163;0;94
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07260;1;9;790243,51;3;21,38420;260;4386;4;584;11;1504;0;82
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07261;1;7;170228,59;3;25,70899;260;3615;1;535;7;827;0;30
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07264;1;4;823975,84;3;21,85726;260;3181;0;455;5;224;0;12
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07265;1;7;397762,28;3;24,21367;260;3807;0;686;8;770;0;36
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07266;1;1;398997,13;3;24,42946;260;2084;0;0;4;25;0;4
EMBRACON ADM CONS S.A.                                      ;58113812;202506;07280;1;9;241778,93;3;11,62694;186;514;1;64;3;62;0;17
EMBRACON ADM CONS S.A.                                      ;58113812;202506;08001;1;124;192951,52;3;17,81682;180;892;42;35;9;3367;47;151
EMBRACON ADM CONS S.A.                                      ;58113812;202506;08023;1;178;234560,15;3;19,59225;180;521;33;0;0;3455;430;18
EMBRACON ADM CONS S.A.                                      ;58113812;202506;08025;1;153;393369,87;3;17,90467;180;436;49;8;5;4231;131;109
EMBRACON ADM CONS S.A.                                      ;58113812;202506;08029;1;89;265961,35;3;14,45142;200;742;18;24;9;2045;23;122
EMBRACON ADM CONS S.A.                                      ;58113812;202506;09972;1;74;207545,01;3;19,20721;186;548;28;22;4;1600;64;86
CONVEF ADM CONS LTDA.                                       ;58919903;202506;545;1;302;249905,30;99;20,87822;420;569;29;2;1;2097;254;45
CONVEF ADM CONS LTDA.                                       ;58919903;202506;558;1;288;154401,70;99;20,36557;420;566;25;8;5;2780;202;55
CONVEF ADM CONS LTDA.                                       ;58919903;202506;585;1;231;299901,92;99;20,28927;300;423;41;11;3;1899;213;41
CONVEF ADM CONS LTDA.                                       ;58919903;202506;595;1;178;124637,16;99;17,15505;300;395;51;22;4;2348;88;63
CONVEF ADM CONS LTDA.                                       ;58919903;202506;8000;1;96;373517,34;99;20,27504;240;569;25;35;5;1874;26;79
DISAL  ADM CONS LTDA                                        ;59395061;202506;06206;1;177;353203,53;99;17,74885;180;200;22;0;0;922;163;9
DISAL  ADM CONS LTDA                                        ;59395061;202506;06207;1;133;382984,03;99;19,49322;180;90;12;0;0;737;54;7
TRADIÇÃO ADM CONS. LTDA.                                    ;59956185;202506;607;1;250;197883,48;3;19,79164;286;222;17;0;0;1157;202;14
TRADIÇÃO ADM CONS. LTDA.                                    ;59956185;202506;608;1;59;107224,46;6;21,95117;206;742;14;145;5;5363;4;91
TRADIÇÃO ADM CONS. LTDA.                                    ;59956185;202506;610;1;19;225832,43;6;21,57562;203;928;2;194;2;929;2;26
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06011;1;155;114448,15;3;18,04217;155;587;26;1;2;2403;584;20
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06012;1;151;238718,20;3;19,09530;190;793;48;15;8;3198;251;115
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06014;1;133;140483,26;3;19,14261;220;1404;83;63;12;5882;212;174
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06015;1;130;384213,50;3;18,48728;239;2246;99;131;15;6817;277;262
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06016;1;120;165107,96;3;20,51207;220;933;72;32;5;5073;133;119
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06018;1;97;164026,52;3;20,80911;210;888;57;61;4;4521;65;132
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06019;1;81;122398,12;3;20,71549;210;593;33;48;3;3691;28;85
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06020;1;76;119315,37;3;20,62796;235;785;36;69;4;4748;11;95
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06021;1;74;372048,17;3;17,83336;210;896;17;69;7;2482;27;106
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06022;1;71;188861,30;3;19,29029;210;701;20;64;4;2570;11;86
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06023;1;65;161707,05;3;18,98748;220;875;26;73;4;4022;14;99
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06025;1;55;377365,50;3;19,70581;260;3544;34;410;23;5589;13;207
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06027;1;49;201147,40;3;20,75385;250;1275;19;222;6;3111;4;79
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06029;1;45;122658,98;3;17,83441;210;796;5;129;3;2225;3;51
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06030;1;43;206110,64;3;21,95796;250;1176;8;172;4;2807;4;67
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06031;1;37;118128,13;3;18,66532;210;1073;6;161;4;2521;0;51
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06032;1;32;138853,56;3;19,01647;210;1082;4;189;4;2647;3;64
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06033;1;26;142388,94;3;20,33416;210;1328;5;289;6;2615;2;65
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06034;1;19;137487,31;3;20,65941;210;1152;3;223;7;1868;0;41
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06035;1;13;413876,25;3;19,14377;250;1933;2;402;5;592;0;25
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06037;1;11;142555,83;3;21,19468;220;1257;1;360;3;1165;0;25
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06038;1;6;138607,12;3;21,80196;220;1293;0;591;2;381;0;13
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06039;1;2;473252,03;3;20,53125;240;692;0;44;3;3;0;5
LUIZA ADM. CONS. LTDA                                       ;60250776;202506;06040;1;2;135986,05;3;21,75254;220;1380;0;192;2;10;0;4
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;00700;1;250;132152,98;99;20,70313;330;560;38;2;2;4547;333;29
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;00704;1;13;89442,18;99;22,22425;300;1613;2;352;1;700;9;14
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;00705;1;57;269296,39;99;22,92158;300;1222;7;129;1;4410;31;35
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;00706;1;24;147440,18;99;22,72539;300;2751;2;362;3;3339;6;24
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;00707;1;14;378903,48;99;24,97769;300;2933;1;475;2;2201;2;10
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;00708;1;13;567908,87;99;22,30451;300;555;0;90;1;211;1;4
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;02025;1;2;100000,00;99;17,96112;180;461;0;2;0;0;1;1
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;02501;1;3;103562,55;99;27,88169;210;664;0;85;2;14;3;6
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;02502;1;1;98140,35;99;27,85263;210;570;0;0;5;0;3;5
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;1039;1;147;380474,42;99;22,21218;180;440;66;3;2;1266;160;88
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;1040;1;121;433248,84;99;25,10708;200;520;46;13;2;1554;92;90
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;1041;1;110;191463,11;99;25,56456;228;449;36;18;2;1266;43;79
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;1043;1;79;334227,05;99;25,80272;221;423;41;69;1;1079;17;54
ÂNCORA ADM CONS S.A.                                        ;60375243;202506;1046;1;45;280837,12;99;24,64386;200;215;19;50;1;870;0;25
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00511;1;176;282169,10;3;19,80488;180;330;28;0;0;1107;274;7
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00512;1;174;138003,56;3;19,57793;180;240;11;0;0;1166;189;7
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00513;1;170;296962,72;3;19,96430;180;334;22;1;0;1340;249;12
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00514;1;156;465842,08;3;19,54709;180;340;30;0;3;1470;183;41
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00515;1;151;232111,33;3;19,47011;216;475;24;7;5;1938;167;105
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00516;1;151;110742,17;3;20,47233;240;470;25;10;3;2604;138;80
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00517;1;140;420476,33;3;20,60902;240;484;17;5;3;1779;97;66
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00518;1;140;220040,24;3;20,75961;240;487;18;7;2;2093;98;93
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00519;1;128;389266,28;3;20,31772;240;437;13;34;3;1800;72;61
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00520;1;124;208736,77;3;20,28585;240;420;20;31;4;2315;63;72
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00521;1;118;383079,62;3;20,21695;210;662;20;37;5;2670;86;92
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00522;1;106;198978,05;3;20,07165;210;506;20;39;3;2079;52;81
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00523;1;69;177250,64;3;21,43527;240;988;24;88;7;4807;19;116
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00525;1;55;293017,95;3;21,60207;240;950;15;99;10;3229;7;71
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00527;1;34;130957,36;3;23,30620;240;851;7;131;5;2994;1;49
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00528;1;34;295457,31;3;22,30871;240;492;2;60;2;1355;2;35
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00529;1;20;181662,06;3;23,42151;240;805;2;209;6;1272;0;19
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202506;00530;1;20;336161,68;3;23,20682;300;813;2;146;2;1284;0;21
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1000;1;105;284275,00;3;22,42200;240;339;28;95;2;6135;9;40
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1002;1;71;316750,00;3;23,10540;240;198;23;119;1;3721;3;22
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1003;1;58;217728,00;3;23,60580;240;329;15;205;2;4546;6;31
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1005;1;35;102895,00;3;23,61090;240;241;4;197;1;2120;2;18
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1006;1;19;391646,00;3;22,59450;300;117;0;121;0;509;0;8
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1007;1;13;107240,00;3;24,27030;300;922;1;50;1;19;0;13
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1008;1;6;100000,00;3;20,68520;300;457;2;259;1;69;0;6
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202506;1009;1;3;100000,00;3;25,00000;300;229;0;50;0;17;0;1
REDENÇÃO ADM DE CONSÓRCIO                                   ;62246228;202506;2010;1;6;155789,47;3;23,23585;180;50;1;2;0;21;0;2
REMAZA ADM CONS LTDA                                        ;62354055;202506;1521;1;209;501621,13;3;23,64866;244;505;53;3;2;2335;313;43
REMAZA ADM CONS LTDA                                        ;62354055;202506;1530;1;201;515651,45;3;23,62121;245;419;32;1;3;2478;158;48
REMAZA ADM CONS LTDA                                        ;62354055;202506;1534;1;170;265150,04;3;22,93704;251;261;21;9;2;1554;50;46
REMAZA ADM CONS LTDA                                        ;62354055;202506;1536;1;190;608800,75;3;21,99389;258;594;71;10;6;3130;191;73
