#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
ADM CONS SICREDI LTDA                                       ;07808907;202506;70038;1;99;119446,88;3;15,91252;200;563;23;13;4;467;93;164
ADM CONS SICREDI LTDA                                       ;07808907;202506;70039;1;97;248587,00;3;14,12018;180;686;25;9;6;358;161;170
ADM CONS SICREDI LTDA                                       ;07808907;202506;70040;1;96;110713,62;3;15,94267;200;559;21;20;6;435;79;174
ADM CONS SICREDI LTDA                                       ;07808907;202506;70041;1;96;462361,59;3;14,02446;180;685;28;7;5;373;143;203
ADM CONS SICREDI LTDA                                       ;07808907;202506;70042;1;92;113092,46;3;15,94267;200;562;25;13;3;427;73;159
ADM CONS SICREDI LTDA                                       ;07808907;202506;70043;1;91;233164,02;3;14,11518;180;682;24;14;4;365;123;217
ADM CONS SICREDI LTDA                                       ;07808907;202506;70044;1;87;114813,22;3;15,86043;200;559;25;15;4;486;56;166
ADM CONS SICREDI LTDA                                       ;07808907;202506;70045;1;85;510408,28;3;13,98914;180;668;37;12;6;341;87;223
ADM CONS SICREDI LTDA                                       ;07808907;202506;70046;1;85;234666,01;3;13,96716;180;669;38;13;3;379;91;203
ADM CONS SICREDI LTDA                                       ;07808907;202506;70047;1;84;107613,50;3;15,89023;200;556;25;19;4;476;71;141
ADM CONS SICREDI LTDA                                       ;07808907;202506;70048;1;81;105793,11;3;15,81169;200;548;24;27;3;485;56;162
ADM CONS SICREDI LTDA                                       ;07808907;202506;70049;1;79;220664,47;3;13,93544;180;678;22;19;3;410;90;199
ADM CONS SICREDI LTDA                                       ;07808907;202506;70050;1;76;115346,09;3;15,71294;200;549;23;26;4;488;37;158
ADM CONS SICREDI LTDA                                       ;07808907;202506;70051;1;74;514751,00;3;12,91232;180;838;42;19;4;420;74;266
ADM CONS SICREDI LTDA                                       ;07808907;202506;70052;1;74;228967,55;3;13,46807;180;831;33;32;6;495;92;266
ADM CONS SICREDI LTDA                                       ;07808907;202506;70053;1;73;111372,51;3;15,23712;200;544;17;37;6;495;33;169
ADM CONS SICREDI LTDA                                       ;07808907;202506;70054;1;70;101970,63;3;15,31544;200;543;22;31;2;437;38;153
ADM CONS SICREDI LTDA                                       ;07808907;202506;70055;1;65;123351,76;3;12,89147;180;816;28;44;8;581;54;224
ADM CONS SICREDI LTDA                                       ;07808907;202506;70056;1;63;279280,16;3;12,45101;180;814;37;48;9;471;70;259
ADM CONS SICREDI LTDA                                       ;07808907;202506;70057;1;63;596665,15;3;12,14643;180;799;46;53;8;454;61;263
ADM CONS SICREDI LTDA                                       ;07808907;202506;70058;1;59;106405,35;3;11,73605;180;827;21;37;4;510;61;232
ADM CONS SICREDI LTDA                                       ;07808907;202506;70059;1;56;240486,14;3;10,66168;180;830;28;36;7;362;58;239
ADM CONS SICREDI LTDA                                       ;07808907;202506;70060;1;56;105015,60;3;10,76507;180;826;20;40;6;465;34;214
ADM CONS SICREDI LTDA                                       ;07808907;202506;70061;1;54;529356,93;3;10,60231;180;808;32;53;9;335;45;239
ADM CONS SICREDI LTDA                                       ;07808907;202506;70062;1;54;107972,11;3;10,92113;180;808;24;49;5;521;31;239
ADM CONS SICREDI LTDA                                       ;07808907;202506;70063;1;52;255061,30;3;11,86163;180;793;34;65;5;468;27;244
ADM CONS SICREDI LTDA                                       ;07808907;202506;70064;1;48;104605,84;3;11,77539;180;801;29;65;6;576;26;174
ADM CONS SICREDI LTDA                                       ;07808907;202506;70065;1;46;236554,83;3;10,88198;180;821;14;56;6;376;29;196
ADM CONS SICREDI LTDA                                       ;07808907;202506;70066;1;45;507863,71;3;10,27042;180;819;22;51;5;362;27;236
ADM CONS SICREDI LTDA                                       ;07808907;202506;70067;1;43;106452,39;3;10,24203;180;816;15;45;10;417;21;168
ADM CONS SICREDI LTDA                                       ;07808907;202506;70068;1;41;241449,27;3;10,66973;180;819;29;40;8;366;14;183
ADM CONS SICREDI LTDA                                       ;07808907;202506;70069;1;39;535838,31;3;11,71095;180;812;14;56;8;391;18;194
ADM CONS SICREDI LTDA                                       ;07808907;202506;70070;1;37;105554,56;3;11,98791;180;774;17;72;6;525;12;144
ADM CONS SICREDI LTDA                                       ;07808907;202506;70071;1;36;227346,96;3;12,13484;180;784;20;75;5;394;14;179
ADM CONS SICREDI LTDA                                       ;07808907;202506;70072;1;32;98271,62;3;11,86792;180;802;9;60;8;443;12;140
ADM CONS SICREDI LTDA                                       ;07808907;202506;70073;1;32;485408,75;3;11,26947;180;821;11;53;8;303;7;165
ADM CONS SICREDI LTDA                                       ;07808907;202506;70074;1;31;226221,44;3;11,50548;180;798;15;59;5;370;6;159
ADM CONS SICREDI LTDA                                       ;07808907;202506;70075;1;27;97266,81;3;12,13275;180;811;7;65;6;373;6;130
ADM CONS SICREDI LTDA                                       ;07808907;202506;70076;1;27;222484,12;3;12,18436;180;813;8;57;7;337;5;141
ADM CONS SICREDI LTDA                                       ;07808907;202506;70077;1;27;490104,48;3;11,92980;180;802;8;70;6;315;3;138
ADM CONS SICREDI LTDA                                       ;07808907;202506;70078;1;24;92508,60;3;12,03347;180;806;3;63;4;326;2;116
ADM CONS SICREDI LTDA                                       ;07808907;202506;70079;1;24;213590,58;3;11,69997;180;808;9;46;6;282;3;118
ADM CONS SICREDI LTDA                                       ;07808907;202506;70080;1;24;468371,23;3;11,41268;180;815;5;61;6;244;5;127
ADM CONS SICREDI LTDA                                       ;07808907;202506;70081;1;21;93217,47;3;11,90529;180;794;3;77;6;265;2;100
ADM CONS SICREDI LTDA                                       ;07808907;202506;70082;1;21;205910,27;3;11,48724;180;830;4;45;6;225;9;101
ADM CONS SICREDI LTDA                                       ;07808907;202506;70083;1;21;474347,51;3;11,42376;180;808;5;59;7;233;3;120
ADM CONS SICREDI LTDA                                       ;07808907;202506;70084;1;19;481103,29;3;11,26266;180;812;2;63;6;222;1;91
ADM CONS SICREDI LTDA                                       ;07808907;202506;70085;1;19;206299,58;3;11,70893;180;791;3;73;9;265;2;98
ADM CONS SICREDI LTDA                                       ;07808907;202506;70086;1;18;94186,29;3;11,91345;180;779;3;82;8;274;2;91
ADM CONS SICREDI LTDA                                       ;07808907;202506;70087;1;17;477850,30;3;11,77204;180;803;5;65;8;203;2;77
ADM CONS SICREDI LTDA                                       ;07808907;202506;70088;1;16;215305,64;3;12,09485;180;797;3;69;7;227;0;92
ADM CONS SICREDI LTDA                                       ;07808907;202506;70089;1;15;93293,85;3;11,87815;180;802;2;71;6;199;1;86
ADM CONS SICREDI LTDA                                       ;07808907;202506;70090;1;14;487128,57;3;11,50432;180;814;0;61;8;174;1;74
ADM CONS SICREDI LTDA                                       ;07808907;202506;70091;1;13;269496,64;3;11,50488;180;795;3;77;7;154;1;72
ADM CONS SICREDI LTDA                                       ;07808907;202506;70092;1;13;125511,85;3;11,81191;180;778;4;89;5;222;2;73
ADM CONS SICREDI LTDA                                       ;07808907;202506;70093;1;13;627483,98;3;11,23144;180;748;0;72;6;144;0;69
ADM CONS SICREDI LTDA                                       ;07808907;202506;70094;1;12;258312,85;3;11,48598;180;810;1;66;9;146;0;65
ADM CONS SICREDI LTDA                                       ;07808907;202506;70095;1;11;116497,18;3;11,42833;180;819;2;54;7;149;0;58
ADM CONS SICREDI LTDA                                       ;07808907;202506;70096;1;9;567202,72;3;11,18178;180;801;0;69;6;120;0;59
ADM CONS SICREDI LTDA                                       ;07808907;202506;70097;1;9;250225,23;3;11,55106;180;816;1;62;6;101;0;58
ADM CONS SICREDI LTDA                                       ;07808907;202506;70098;1;9;115625,00;3;11,66495;180;802;2;66;6;137;0;50
ADM CONS SICREDI LTDA                                       ;07808907;202506;70099;1;7;119408,42;3;11,72819;180;776;0;91;8;110;0;41
ADM CONS SICREDI LTDA                                       ;07808907;202506;70100;1;7;262614,16;3;11,57716;180;794;5;66;6;98;0;42
ADM CONS SICREDI LTDA                                       ;07808907;202506;70101;1;6;552532,39;3;11,43016;180;771;1;68;4;85;0;33
ADM CONS SICREDI LTDA                                       ;07808907;202506;70102;1;4;109785,79;3;12,04792;180;805;1;53;5;64;0;18
ADM CONS SICREDI LTDA                                       ;07808907;202506;70103;1;4;270520,36;3;11,69947;180;804;0;57;5;57;0;23
ADM CONS SICREDI LTDA                                       ;07808907;202506;70104;1;3;562905,48;3;11,22032;180;789;0;61;7;23;0;18
ADM CONS SICREDI LTDA                                       ;07808907;202506;70105;1;3;112293,79;3;11,68868;180;825;1;57;8;21;0;22
ADM CONS SICREDI LTDA                                       ;07808907;202506;70106;1;3;253163,97;3;11,50828;180;804;0;54;7;32;0;18
ADM CONS SICREDI LTDA                                       ;07808907;202506;70107;1;1;110432,37;3;11,71689;180;891;0;0;5;11;0;5
ADM CONS SICREDI LTDA                                       ;07808907;202506;70108;1;1;255584,27;3;11,42538;180;880;0;0;7;10;0;7
ADM CONS SICREDI LTDA                                       ;07808907;202506;70109;1;1;573832,55;3;11,03860;180;840;0;0;8;8;0;8
ELDORADO ADM CONSORCIO                                      ;08570707;202506;907;1;110;150072,73;99;17,98889;150;189;35;1;1;522;49;17
ELDORADO ADM CONSORCIO                                      ;08570707;202506;908;1;53;148032,30;99;19,56805;180;362;15;33;2;615;4;18
PROMOVE                                                     ;09111444;202506;00400;1;37;169259,96;3;25,00000;180;411;6;378;2;2918;0;28
PROMOVE                                                     ;09111444;202506;00401;1;32;163468,51;3;25,00000;180;665;2;277;2;2694;0;29
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00800;1;112;362589,33;3;12,31125;160;752;42;6;4;521;294;86
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00801;1;99;262145,15;3;11,48306;160;749;36;12;6;523;170;92
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00802;1;95;353012,09;3;9,40977;180;761;27;10;5;483;178;90
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00803;1;94;242594,92;3;9,69712;160;752;26;21;7;550;202;113
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00804;1;80;324937,08;3;9,96621;180;735;39;25;6;606;90;116
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00805;1;73;545799,44;3;9,99748;180;532;30;33;3;392;64;87
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00806;1;63;462647,28;3;12,31515;240;907;25;58;7;1221;31;88
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00807;1;55;175467,77;3;13,39308;180;890;30;62;7;1188;32;141
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00808;1;51;492319,78;3;12,40513;240;902;19;54;7;1113;13;94
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00809;1;43;264685,56;3;12,12263;180;645;7;33;10;531;9;94
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00810;1;39;464533,91;3;12,43041;240;592;10;59;6;529;4;51
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00811;1;27;123970,33;3;11,21421;180;894;6;106;10;497;7;92
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00812;1;22;294380,45;3;11,81868;240;975;6;111;7;518;4;79
ADM CONS UNICOOB LTDA                                       ;12228808;202506;00813;1;15;369098,51;3;12,26788;200;593;0;64;6;235;1;39
CIMAVEL ADM CONS                                            ;13170428;202506;0I003;1;104;121081,94;3;20,00000;200;142;17;0;0;1242;58;37
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05026;1;142;150558,03;3;20,93109;150;562;32;1;1;1024;361;68
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05027;1;135;188225,77;3;19,59022;150;563;29;1;0;881;303;87
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05028;1;121;199113,88;3;19,00426;150;753;24;10;9;1086;197;138
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05029;1;108;308803,09;3;22,94785;180;663;36;21;5;1310;89;114
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05030;1;96;135364,90;3;21,13813;180;913;22;51;5;2248;47;152
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05031;1;76;262659,99;3;22,01517;180;914;15;60;5;984;21;102
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05032;1;77;121373,73;3;22,47649;180;908;17;62;6;1442;24;102
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05033;1;70;142849,48;3;22,01334;180;1301;22;137;9;2115;16;122
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05034;1;63;240715,85;3;21,27196;180;1393;13;86;4;1484;6;117
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05035;1;56;102375,37;3;19,45800;180;1330;12;139;6;1769;5;105
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05036;1;43;65751,57;3;23,00675;180;1252;14;220;6;1769;6;70
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05037;1;41;189405,34;3;21,90040;180;1330;10;133;6;1270;2;73
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05038;1;30;487819,35;3;20,87209;204;590;8;63;3;459;3;34
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05039;1;26;134985,08;3;21,14617;180;389;4;64;2;447;0;30
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05040;1;16;161523,33;3;21,90703;180;1371;2;107;5;541;0;31
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05041;1;13;278480,92;3;14,94872;120;220;0;14;2;130;0;23
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05042;1;13;90173,11;3;21,26928;180;429;4;78;3;279;0;20
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05043;1;13;209110,56;3;20,72502;180;1097;4;158;3;269;0;19
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05044;1;4;153994,71;3;21,00740;180;650;0;107;2;64;0;8
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;05045;1;1;214829,55;3;17,14886;180;176;0;0;4;7;0;4
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;20000;1;145;281995,59;4;17,18475;200;552;29;9;3;1885;127;118
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;30000;1;136;393522,49;4;16,39130;200;548;24;26;3;1499;62;104
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;40000;1;128;511188,35;4;16,90818;200;554;24;21;5;1377;58;95
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;50000;1;116;589396,30;4;19,25063;200;368;26;5;2;614;76;82
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;50001;1;109;535135,96;4;17,06803;200;367;14;19;2;597;28;75
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;60000;1;96;614253,62;4;18,59044;200;743;28;24;5;1032;65;118
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;E432;1;160;258845,79;3;15,60370;200;637;42;23;5;1449;129;116
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;MCA86;1;21;119433,67;99;6,94574;48;255;3;0;3;9;130;15
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;MCA87;1;17;110661,41;99;6,87719;48;224;4;0;2;15;116;50
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;MCA88;1;13;80974,90;99;5,45455;48;117;4;0;1;17;77;19
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;MCA89;1;10;66630,55;99;7,49148;48;175;1;0;2;9;88;69
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;MCA90;1;4;62268,14;99;7,50000;48;140;18;0;10;2;79;71
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;S2008;1;151;311551,43;3;17,62759;164;684;40;1;0;1349;335;89
BR CONSÓRCIOS ADM. CONS. LTDA.                              ;14723388;202506;S2009;1;139;162704,50;3;17,80454;204;741;32;20;5;1973;113;99
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00904;1;160;291738,44;4;9,96115;180;387;11;1;0;250;275;29
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00908;1;156;284773,46;4;10,19598;180;776;19;1;1;488;491;38
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00913;1;143;361099,17;4;13,57313;200;770;29;1;3;653;360;86
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00918;1;133;130452,89;4;12,39064;150;953;42;2;2;751;574;54
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00922;1;127;333899,23;4;9,10931;200;772;24;4;2;487;287;100
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00925;1;126;327312,33;4;7,38922;200;768;27;4;3;381;305;92
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00932;1;119;366975,21;4;11,81317;200;756;34;9;6;600;234;121
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00951;1;102;110184,75;4;8,30125;150;964;33;3;3;525;411;130
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00952;1;102;322149,42;4;9,40531;200;766;23;11;5;439;184;108
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00964;1;96;415847,91;4;5,89869;240;940;35;20;5;394;172;133
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00970;1;95;107609,12;4;6,03248;150;964;19;13;7;429;383;123
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00971;1;95;427162,05;4;5,24980;240;968;19;13;3;260;166;140
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00972;1;95;427787,93;4;5,96886;240;962;23;12;5;423;166;153
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00980;1;94;421705,45;4;5,54940;240;966;20;9;6;318;165;145
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00981;1;94;421563,32;4;5,82346;240;964;22;13;6;378;144;163
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00982;1;94;105460,36;4;6,14426;150;963;30;6;8;389;332;155
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00984;1;94;106519,93;4;6,36267;150;974;22;4;3;372;376;139
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00986;1;94;420933,30;4;6,32678;240;964;23;12;5;340;146;158
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00989;1;94;424068,17;4;7,07369;240;958;27;11;7;497;143;184
SICOOB ADM CONS LTDA.                                       ;16551061;202506;00999;1;87;109055,88;4;10,83479;150;969;20;10;7;657;263;151
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01000;1;86;434186,36;4;10,29147;240;956;16;24;8;587;113;173
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01016;1;82;404727,47;4;10,03361;240;947;29;18;5;618;72;170
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01017;1;82;102006,78;4;10,13760;150;965;24;11;9;689;190;183
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01027;1;79;407127,25;4;9,22250;240;952;22;19;6;564;87;167
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01031;1;75;564192,20;4;8,99366;240;962;11;20;10;549;81;185
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01035;1;77;395800,40;4;9,93857;240;967;18;12;5;737;85;175
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01062;1;72;400139,62;4;9,10295;240;938;31;30;9;552;51;161
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01063;1;72;97948,73;4;8,78544;150;961;19;16;8;526;170;151
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01067;1;67;410917,14;4;7,84240;240;975;12;11;6;453;74;159
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01073;1;67;198307,23;4;8,25910;180;964;16;15;5;560;117;182
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01090;1;51;566427,05;4;8,57838;240;955;16;28;7;698;27;205
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01094;1;67;99806,84;99;8,41814;150;929;47;23;12;554;101;210
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01096;1;67;297688,24;99;8,22040;200;773;7;16;5;385;73;219
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01098;1;67;408660,37;99;7,97746;240;962;18;14;6;452;60;257
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01167;1;55;95854,36;99;8,27170;150;965;17;17;10;594;83;219
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01171;1;51;265576,60;99;9,04800;180;766;12;22;7;689;41;200
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01172;1;55;399332,54;4;7,76420;240;970;13;15;5;496;34;192
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01173;1;55;391954,94;4;7,69964;240;945;15;37;6;438;50;217
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01183;1;31;242076,50;99;8,37211;200;766;5;25;8;324;14;124
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01196;1;55;191091,81;4;8,07192;180;965;14;17;8;535;66;210
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01197;1;55;395753,58;4;7,98351;240;964;13;20;6;465;39;225
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01227;1;49;387377,59;4;7,77441;240;955;32;11;5;508;22;191
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01229;1;49;394020,05;4;7,94346;240;962;10;22;4;529;31;219
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01250;1;49;193705,54;4;8,48475;180;964;12;21;10;509;43;253
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01255;1;37;353195,13;4;7,98536;240;951;14;29;8;454;11;167
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01261;1;37;355512,22;4;8,03763;240;962;17;19;9;483;17;198
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01266;1;43;83696,97;99;8,49341;150;937;29;28;13;426;41;209
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01267;1;43;169531,56;4;8,49403;180;959;10;28;7;531;28;208
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01268;1;37;165876,60;4;8,41545;180;962;5;30;11;467;18;193
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01270;1;43;355928,46;4;7,99062;240;952;11;34;7;499;23;207
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01271;1;43;355268,60;4;8,12814;240;959;9;27;5;519;21;208
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01295;1;37;342477,93;4;8,07482;240;949;20;30;13;448;12;192
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01321;1;31;78116,96;99;8,60075;150;950;5;45;17;500;17;174
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01322;1;29;156911,74;4;8,69830;180;960;5;35;7;342;10;150
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01323;1;31;337629,96;4;8,09734;240;939;11;45;6;436;9;184
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01324;1;31;325088,93;4;8,05361;240;968;5;25;6;415;7;140
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01353;1;31;347924,16;4;8,25850;240;962;4;34;15;432;13;175
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01355;1;25;157641,55;4;8,75105;180;965;3;29;11;351;6;147
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01359;1;25;333254,20;4;8,50898;240;964;5;28;9;406;4;148
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01360;1;25;329918,07;4;8,26988;240;953;7;31;9;310;6;134
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01388;1;64;364136,37;4;8,46834;240;949;19;28;7;585;50;210
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01389;1;25;324004,68;4;8,38198;240;959;6;31;9;383;1;153
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01461;1;3;356400,00;4;10,64000;240;991;0;9;8;22;0;16
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01470;1;19;72931,53;99;9,78832;150;671;1;26;8;189;2;60
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01472;1;19;481349,04;4;8,67997;240;970;2;24;9;268;1;119
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01473;1;19;484583,84;4;8,49314;240;953;7;39;10;274;0;130
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01474;1;19;477383,94;4;8,78335;240;956;9;35;9;291;6;124
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01475;1;19;483610,09;4;8,37477;240;969;7;23;6;262;3;123
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01476;1;19;482969,58;4;8,67000;240;965;10;25;11;224;0;112
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01478;1;19;225806,40;99;8,77090;200;765;0;34;7;254;2;101
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01479;1;19;228999,29;99;8,69474;200;771;2;25;9;219;2;101
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01481;1;19;147289,81;4;9,17207;180;961;6;30;10;356;3;115
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01486;1;12;281600,00;4;10,91000;240;959;0;41;8;131;0;61
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01492;1;14;142056,86;4;9,71481;180;960;1;38;11;258;3;92
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01493;1;6;205112,78;99;9,99198;200;759;2;37;10;79;0;36
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01494;1;14;220801,35;99;9,41717;200;770;1;27;7;202;0;72
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01495;1;7;269120,00;4;9,58140;240;952;4;44;5;149;0;43
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01496;1;14;481171,53;4;9,46727;240;964;7;28;13;201;0;83
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01497;1;7;491084,34;4;9,49980;240;958;1;37;6;107;0;46
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01500;1;14;483161,80;4;9,39740;240;941;5;53;7;235;2;96
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01504;1;12;69598,26;99;10,14686;150;808;0;52;12;149;1;63
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01513;1;2;134215,29;4;10,27565;180;994;0;0;10;26;0;17
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01531;1;4;456186,19;4;10,12563;240;945;2;52;9;38;0;29
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01570;1;2;277214,43;4;10,08567;240;998;0;0;8;21;0;14
SICOOB ADM CONS LTDA.                                       ;16551061;202506;01571;1;2;487965,93;4;9,99599;240;998;0;0;11;13;0;18
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202506;01007;1;163;77494,13;99;25,86948;240;560;100;64;3;4069;162;61
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202506;01008;1;160;270649,99;99;25,54437;240;293;43;19;3;1945;66;40
ZEMA ADM. CONSÓRCIO  LTDA                                   ;23367634;202506;01010;1;137;131006,76;99;26,63609;240;309;37;53;2;3912;77;49
